#{"t_start": 1646496003.4753594, "env_id": "LunarLander-v2"}
r,l,t
53.516977,184,248.569204
277.600681,357,249.000938
85.211989,178,249.187567
313.683802,250,249.446717
-1.600709,395,249.965635
-40.904802,1000,252.268776
271.604238,318,252.628098
-79.227091,1000,254.333135
228.201624,503,255.073147
207.518847,482,255.76471
80.772833,131,255.895361
232.866696,417,256.495831
223.28134,385,256.980545
272.464549,333,257.403414
50.329282,128,257.530849
37.641677,131,257.668203
23.325267,96,257.767033
215.191059,331,258.175832
263.088159,325,258.584596
288.990658,270,258.902225
30.647873,237,259.154223
56.451793,170,259.332748
20.553203,285,259.651817
19.370822,227,259.899284
37.341011,175,260.076507
57.691875,140,260.21818
43.092235,92,260.307998
33.002782,274,260.618026
251.330836,306,260.972887
86.098375,174,261.148966
49.573324,128,261.276628
239.568109,387,261.789637
307.345374,234,262.046579
301.795859,316,262.405385
230.296674,342,262.813525
236.668913,366,263.257938
221.80905,394,263.752806
75.489039,115,263.875119
42.407951,266,264.178733
27.899711,128,264.306619
32.788467,298,264.634224
30.925731,163,264.795797
23.241782,306,265.150942
30.172305,191,265.366207
27.884599,244,265.631514
49.26045,232,265.89501
65.832484,182,266.081642
33.565794,204,266.305542
275.568059,332,266.673119
33.961158,223,266.915797
11.245711,108,267.025503
39.024747,188,267.22098
54.505768,222,267.46034
24.712075,199,267.664793
25.790477,259,267.944684
5.151551,238,268.189842
68.121993,168,268.360456
-1.843132,262,268.647131
34.798153,183,268.839058
22.856817,250,269.101362
43.927646,191,269.302838
236.941148,299,269.642914
-21.505434,190,269.843035
23.850704,189,270.045027
-53.264622,251,270.319584
29.850342,198,270.536141
-3.556853,200,270.747553
-17.613059,238,271.020856
24.846337,254,271.292616
37.17025,214,271.527259
48.888731,181,271.712414
-2.883267,246,271.972554
-1.607136,291,272.302923
39.098957,266,272.595223
236.924493,440,273.128892
220.543007,436,273.682413
13.431347,215,273.97264
-32.906999,313,274.341505
-53.977131,340,274.771655
241.234669,469,275.448618
203.879681,448,275.990005
-77.026877,368,276.455616
-9.774566,1000,278.844382
-320.880084,1000,280.630066
220.101362,494,281.330195
254.735518,388,281.779
11.768877,304,282.129073
278.103857,285,282.43326
12.161217,263,282.71864
248.42237,331,283.097604
233.925234,337,283.507801
-18.405739,265,283.792177
280.931178,397,284.291889
-41.870336,239,284.571141
-22.229935,208,284.790998
250.54763,346,285.172754
-60.069448,182,285.364337
243.533893,306,285.723624
167.786942,425,286.277551
-28.054114,235,286.544839
-13.923618,214,286.767866
8.745312,265,287.068063
214.520705,358,287.495919
-63.333399,248,287.772181
-21.535139,238,288.025503
-5.446967,241,288.281849
220.277439,411,288.792743
-40.090888,252,289.062651
-33.330215,273,289.390725
208.608862,437,289.936972
163.301551,757,291.155044
184.633293,590,292.047226
228.699861,513,292.711692
131.950781,751,293.904294
-102.265146,500,294.631653
222.367849,405,295.164
228.010151,348,295.586003
40.243307,223,295.819894
241.837783,342,296.207083
27.998237,291,296.51637
-9.368531,302,296.870509
230.082073,492,297.584898
-5.060675,208,297.802585
4.324202,243,298.070591
-128.569456,387,298.585196
-17.477755,296,298.933826
-4.50918,205,299.150248
44.610225,272,299.455431
-8.174422,355,299.865895
-18.235508,220,300.097569
-31.69926,404,300.645222
-49.088538,294,300.973658
201.614854,385,301.437507
-60.642199,354,301.848224
27.482367,254,302.12259
-14.984127,224,302.367612
-83.807051,225,302.604614
-25.125539,254,302.894571
-59.40952,211,303.130584
18.815238,318,303.506456
252.018341,405,303.998141
191.262259,674,305.133622
118.772211,740,306.255958
176.662001,544,307.16198
-33.269521,247,307.423607
198.408956,611,308.206603
137.561243,829,309.972434
-105.075242,1000,312.287667
-28.413936,401,312.757718
148.330898,803,314.278847
-129.138938,1000,315.920219
-11.447878,407,316.411869
