#{"t_start": 1646496712.6493132, "env_id": "LunarLander-v2"}
r,l,t
201.57563,401,524.996489
-127.111667,700,525.651518
248.190087,361,526.759439
-55.919694,197,526.87848
-50.17784,239,527.0265
226.588087,325,527.259534
-79.014168,248,527.405492
-71.661108,407,527.713464
213.0871,275,527.876458
-60.269555,262,528.881316
-54.341014,396,529.223577
-97.42155,1000,530.176636
-78.226042,1000,531.898477
200.909688,533,532.440263
-20.482319,173,532.536043
231.829292,290,532.716624
188.422671,466,533.115502
147.132392,428,534.303883
182.287018,413,534.622107
-37.079532,179,534.725142
-14.087513,235,534.863184
-46.244564,205,534.981038
228.339506,497,535.385525
192.439956,541,536.724466
-51.330134,672,537.221444
191.935255,355,537.497632
-93.475056,539,537.993443
-33.627988,442,539.197899
29.177526,1000,540.703511
248.580744,534,541.203496
174.835319,356,542.292452
-67.526306,246,542.447455
199.152223,642,542.951511
146.147606,875,544.084394
-56.356353,205,544.210257
43.971431,1000,545.935988
141.875149,988,546.888645
222.487249,588,548.361452
203.240135,332,548.581894
-61.114849,211,548.709553
213.709588,441,549.06457
-55.30659,270,549.235211
-63.991783,219,549.367857
-8.14012,316,550.440486
219.856173,316,550.676419
178.200104,331,550.891907
217.322093,690,551.538499
197.145153,408,551.868027
-21.494165,181,552.778479
221.581188,502,553.217522
-32.209038,277,553.411478
196.222982,386,553.704478
208.66277,626,554.178488
210.702759,366,555.287241
-99.328683,492,555.748432
-51.978178,427,556.097439
220.297552,307,556.323448
235.493536,426,556.716458
207.116755,340,557.800389
202.396856,401,558.127478
-28.582835,297,558.315474
200.281956,541,558.822474
-9.126894,1000,560.81546
195.542489,331,561.0506
164.613515,744,561.797462
164.906927,968,563.594207
-63.883065,1000,564.425472
151.372796,697,565.124461
-13.340529,221,566.078519
-72.301561,1000,567.46271
229.323778,324,567.675479
200.948574,278,567.847648
-61.868401,1000,569.865494
220.385779,475,570.264447
232.026224,506,570.762483
164.894869,823,572.721513
220.400885,382,573.046481
208.46931,541,573.576555
237.587862,242,573.725437
-31.413475,1000,575.749579
221.26733,528,576.196578
158.388427,351,576.472938
199.208658,298,576.666461
-69.215486,162,576.752502
144.323217,393,577.882687
201.435628,297,578.093513
-51.675256,527,578.553086
205.233295,420,578.879505
220.644329,526,580.220468
181.816134,781,581.192539
228.789055,602,581.687514
-60.039632,219,581.822481
-187.059676,986,583.750487
-26.589048,177,583.84547
-40.889603,198,583.957013
-36.729008,1000,585.25293
223.262235,519,586.545854
-35.133643,245,586.698442
-28.42925,224,586.834927
152.532832,879,587.749484
200.032217,366,588.840591
222.185661,389,589.1877
194.858159,390,589.502434
172.884085,317,589.719432
199.630775,279,589.900454
217.700751,377,590.189467
81.452588,1000,592.391434
237.310829,407,592.71538
172.516688,875,594.36247
