#{"t_start": 1645662458.9154193, "env_id": "LunarLander-v2"}
r,l,t
-51.889001,244,411.65355
-64.798619,379,412.660543
218.112965,417,412.99474
196.386939,414,413.356846
225.781073,360,413.621936
202.553771,426,413.943289
-58.918937,430,415.056076
171.97384,600,415.528889
139.276372,997,416.580648
-54.163075,312,417.514838
213.687603,408,417.826938
196.04708,373,418.080428
217.252777,369,418.303712
206.155659,289,418.494418
180.750734,333,418.698892
-73.868013,441,419.763869
186.003606,593,420.311989
128.545048,664,420.950588
-96.749817,507,422.077032
-88.514339,424,422.415857
187.347545,374,422.706984
189.306339,524,423.142106
-31.895334,178,423.239181
-135.072952,789,424.787513
197.390277,590,425.305932
-166.144652,951,426.232186
-3.096357,239,427.132398
-98.6167,673,427.879778
199.068437,500,428.337626
222.259459,375,428.602548
-51.599246,1000,430.432836
-39.520469,281,430.614541
225.461393,462,431.027507
195.376259,332,431.26752
19.896436,1000,433.310765
231.302848,387,433.634717
-20.657265,251,433.791767
-61.46103,531,434.174939
-35.441558,1000,435.925502
162.647476,432,436.22999
201.764208,439,436.611621
-28.149681,275,436.778604
232.640811,375,437.819551
-75.923937,1000,438.687507
217.930305,420,439.023511
-138.20608,998,440.745874
189.552575,362,441.002269
194.360341,407,441.28353
-29.776582,319,441.511524
-85.176253,448,441.872533
-66.953823,246,442.775402
-44.582645,268,442.940591
-12.216226,263,443.103937
237.987277,355,443.348024
-14.841813,209,443.460725
-7.728762,1000,445.478552
-38.961866,241,445.621457
-55.937965,224,445.760472
-40.172545,1000,446.783644
158.598779,393,447.813516
198.988792,308,448.019594
-72.690738,284,448.189642
145.934191,883,449.117453
-77.420844,1000,451.264984
213.108032,384,451.63076
-64.937449,624,452.228733
-52.868288,261,452.394024
203.386758,341,453.406488
-78.782609,285,453.578524
204.529889,449,453.938118
-12.399066,327,454.164572
217.893474,492,454.628032
-130.357982,599,456.012553
-18.901059,233,456.150482
199.60243,375,456.425527
-27.682038,235,456.560516
246.845976,399,456.845931
-50.106406,202,456.965608
-61.291763,179,457.066313
-57.86091,1000,458.933596
165.03768,390,459.225303
211.872228,344,459.493222
127.887719,861,461.386389
0.92015,1000,462.93028
-26.925422,1000,464.791275
202.439063,334,465.030235
218.531377,314,465.222266
-2.693622,223,465.353274
209.992951,456,465.74728
154.065683,808,467.37971
126.721921,853,468.209551
175.524886,370,468.467589
-49.102835,243,468.609568
-78.029084,721,469.981836
-10.884874,206,470.091596
161.36141,693,470.703613
-91.434991,269,470.863661
214.914205,309,471.06957
180.686632,555,472.436101
212.830104,465,472.802342
220.127422,386,473.082374
130.956774,846,474.600533
7.040154,1000,475.948689
-97.006569,692,476.665545
-31.765909,224,476.798526
-64.149273,190,477.660533
215.378787,341,477.935048
214.720778,504,478.413428
-60.346625,219,478.536327
-72.907438,287,478.724486
195.186481,349,478.964572
230.523247,393,480.032518
239.767518,463,480.397532
-40.129419,596,480.803693
-44.644181,243,480.93856
202.221991,422,481.276592
129.394717,896,483.100126
218.494696,323,483.315256
221.764245,508,483.664474
239.318332,388,483.939548
76.540985,1000,485.490881
204.29783,276,485.646529
-82.611173,582,486.07655
204.953345,475,487.25855
202.973482,640,487.701553
-49.458522,283,487.868627
204.414397,521,488.316623
-61.807073,495,489.455543
-49.86516,196,489.56294
242.076388,321,489.779101
220.176543,343,490.038891
-44.798756,246,490.176526
232.183607,542,490.5904
148.208914,581,491.907705
-36.050464,181,492.003788
174.144756,667,492.640505
235.634609,441,492.971534
169.161601,656,494.316545
248.299669,305,494.523517
55.187881,1000,495.299562
-52.766613,1000,496.905565
-78.661916,223,497.02953
201.57563,401,497.322397
-127.111667,700,497.943612
248.190087,361,499.009526
-55.919694,197,499.119554
-50.17784,239,499.259541
226.588087,325,499.482553
-79.014168,248,499.620554
-71.661108,407,499.914621
213.0871,275,500.070594
-60.269555,262,500.981543
-54.341014,396,501.302526
-97.42155,1000,502.210564
-78.226042,1000,503.816662
200.909688,533,504.325805
-20.482319,173,504.418823
231.829292,290,504.592958
188.422671,466,504.972491
147.132392,428,506.042543
182.287018,413,506.335026
-37.079532,179,506.434741
-14.087513,235,506.564558
-46.244564,205,506.678495
228.339506,497,507.068537
192.439956,541,508.282465
-51.330134,672,508.742481
191.935255,355,509.004549
-93.475056,539,509.472508
-33.627988,442,510.536599
29.177526,1000,511.949569
248.580744,534,512.413586
174.835319,356,513.422449
-67.526306,246,513.57403
199.152223,642,514.044532
146.147606,875,515.107573
-56.356353,205,515.224095
43.971431,1000,516.79153
141.875149,988,517.689553
222.487249,588,519.033856
203.240135,332,519.242942
-61.114849,211,519.365797
213.709588,441,519.701508
-55.30659,270,519.865523
-63.991783,219,519.990526
-8.14012,316,520.962534
219.856173,316,521.178531
178.200104,331,521.385551
217.322093,690,521.99054
197.145153,408,522.300553
-21.494165,181,523.134031
221.581188,502,523.548762
-32.209038,277,523.737892
196.222982,386,524.019058
208.66277,626,524.472326
210.702759,366,525.445539
-99.328683,492,525.864618
-51.978178,427,526.192564
220.297552,307,526.404618
235.493536,426,526.768544
207.116755,340,527.802495
202.396856,401,528.10854
-28.582835,297,528.288521
200.281956,541,528.772546
-9.126894,1000,530.555527
195.542489,331,530.777541
164.613515,744,531.483553
